Ticker Symbol: KMDA
Name: Kamada Ltd. Ordinary Shares
Market Cap: 194877712.00
Country: Israel
IPO Year: 2013
Volume: 31490
Sector: Health Care
Industry: Biotechnology: Pharmaceutical Preparations

First year of data: 2013.0
Chance;Buy_Day;Buy_Month;Sell_Day;Sell_Month
0.875;14.0;4.0;29.0;4.0
0.875;27.0;5.0;10.0;6.0
0.875;27.0;5.0;10.0;6.0
0.875;10.0;4.0;28.0;4.0
0.875;14.0;4.0;30.0;4.0
0.875;27.0;5.0;11.0;6.0
0.875;16.0;12.0;2.0;1.0
0.875;21.0;1.0;6.0;2.0
0.875;21.0;1.0;6.0;2.0
0.875;21.0;1.0;6.0;2.0
0.875;31.0;3.0;16.0;4.0
0.875;11.0;4.0;30.0;4.0
0.875;16.0;12.0;5.0;1.0
0.875;21.0;1.0;7.0;2.0
0.875;21.0;1.0;7.0;2.0
0.875;28.0;3.0;16.0;4.0
0.875;31.0;3.0;17.0;4.0
0.875;22.0;12.0;12.0;1.0
0.875;31.0;3.0;21.0;4.0
0.875;31.0;3.0;21.0;4.0
0.875;19.0;5.0;9.0;6.0
0.875;22.0;12.0;13.0;1.0
0.875;22.0;12.0;13.0;1.0
0.875;10.0;11.0;2.0;12.0
0.875;18.0;12.0;12.0;1.0
0.875;19.0;12.0;13.0;1.0
0.875;22.0;12.0;14.0;1.0
0.875;22.0;12.0;14.0;1.0
0.875;10.0;12.0;5.0;1.0
0.875;17.0;12.0;12.0;1.0
0.875;18.0;12.0;13.0;1.0
0.875;31.0;3.0;24.0;4.0
0.875;9.0;12.0;5.0;1.0
0.875;16.0;12.0;12.0;1.0
0.875;17.0;12.0;13.0;1.0
0.875;28.0;3.0;24.0;4.0
0.875;31.0;3.0;25.0;4.0
0.875;31.0;3.0;25.0;4.0
0.875;15.0;12.0;12.0;1.0
0.875;16.0;12.0;13.0;1.0
0.875;28.0;3.0;25.0;4.0
0.875;31.0;3.0;28.0;4.0
0.875;31.0;3.0;28.0;4.0
0.875;15.0;12.0;13.0;1.0
0.875;15.0;12.0;13.0;1.0
0.875;28.0;3.0;28.0;4.0
0.875;31.0;3.0;29.0;4.0
0.875;31.0;3.0;29.0;4.0
0.875;15.0;12.0;14.0;1.0
0.875;15.0;12.0;14.0;1.0
0.875;28.0;3.0;29.0;4.0
0.875;31.0;3.0;30.0;4.0
0.875;31.0;3.0;30.0;4.0
0.875;27.0;3.0;29.0;4.0
0.875;2.0;1.0;7.0;2.0
0.875;2.0;1.0;7.0;2.0
0.875;7.0;1.0;12.0;2.0
0.875;8.0;1.0;13.0;2.0
0.875;2.0;1.0;11.0;2.0
0.875;2.0;1.0;11.0;2.0
0.875;7.0;1.0;14.0;2.0
0.875;18.0;11.0;29.0;12.0
0.875;20.0;11.0;2.0;1.0
0.875;28.0;11.0;9.0;1.0
0.875;1.0;12.0;12.0;1.0
0.875;1.0;12.0;12.0;1.0
0.875;20.0;11.0;5.0;1.0
0.875;26.0;11.0;9.0;1.0
0.875;28.0;11.0;12.0;1.0
0.875;28.0;11.0;12.0;1.0
0.875;1.0;12.0;13.0;1.0
0.875;1.0;12.0;13.0;1.0
0.875;20.0;11.0;6.0;1.0
0.875;25.0;11.0;9.0;1.0
0.875;26.0;11.0;12.0;1.0
0.875;28.0;11.0;13.0;1.0
0.875;20.0;11.0;7.0;1.0
0.875;24.0;11.0;9.0;1.0
0.875;25.0;11.0;12.0;1.0
0.875;26.0;11.0;13.0;1.0
0.875;28.0;11.0;14.0;1.0
0.875;17.0;11.0;5.0;1.0
0.875;18.0;11.0;6.0;1.0
0.875;19.0;11.0;7.0;1.0
0.875;20.0;11.0;8.0;1.0
0.875;21.0;11.0;9.0;1.0
0.875;24.0;11.0;12.0;1.0
0.875;24.0;11.0;12.0;1.0
0.875;24.0;11.0;12.0;1.0
0.875;17.0;11.0;6.0;1.0
1.0;18.0;11.0;7.0;1.0
0.875;19.0;11.0;8.0;1.0
1.0;20.0;11.0;9.0;1.0
0.875;21.0;11.0;12.0;1.0
0.875;24.0;11.0;13.0;1.0
0.875;24.0;11.0;13.0;1.0
0.875;24.0;11.0;13.0;1.0
0.875;17.0;11.0;7.0;1.0
1.0;18.0;11.0;8.0;1.0
1.0;19.0;11.0;9.0;1.0
1.0;20.0;11.0;12.0;1.0
0.875;21.0;11.0;13.0;1.0
0.875;24.0;11.0;14.0;1.0
0.875;24.0;11.0;14.0;1.0
0.875;24.0;11.0;14.0;1.0
0.875;11.0;11.0;2.0;1.0
0.875;17.0;11.0;8.0;1.0
1.0;18.0;11.0;9.0;1.0
1.0;19.0;11.0;12.0;1.0
1.0;20.0;11.0;13.0;1.0
0.875;21.0;11.0;14.0;1.0
0.875;24.0;11.0;15.0;1.0
0.875;24.0;11.0;15.0;1.0
0.875;24.0;11.0;15.0;1.0
0.875;10.0;11.0;2.0;1.0
0.875;11.0;11.0;5.0;1.0
1.0;17.0;11.0;9.0;1.0
1.0;18.0;11.0;12.0;1.0
1.0;19.0;11.0;13.0;1.0
1.0;20.0;11.0;14.0;1.0
0.875;10.0;11.0;5.0;1.0
0.875;11.0;11.0;6.0;1.0
0.875;12.0;11.0;7.0;1.0
0.875;14.0;11.0;9.0;1.0
1.0;17.0;11.0;12.0;1.0
1.0;17.0;11.0;12.0;1.0
1.0;17.0;11.0;12.0;1.0
1.0;18.0;11.0;13.0;1.0
1.0;19.0;11.0;14.0;1.0
0.875;20.0;11.0;15.0;1.0
0.875;10.0;11.0;6.0;1.0
0.875;11.0;11.0;7.0;1.0
0.875;12.0;11.0;8.0;1.0
0.875;13.0;11.0;9.0;1.0
0.875;14.0;11.0;12.0;1.0
1.0;17.0;11.0;13.0;1.0
1.0;17.0;11.0;13.0;1.0
1.0;17.0;11.0;13.0;1.0
1.0;18.0;11.0;14.0;1.0
1.0;19.0;11.0;15.0;1.0
0.875;20.0;11.0;16.0;1.0
0.875;10.0;11.0;7.0;1.0
0.875;11.0;11.0;8.0;1.0
0.875;12.0;11.0;9.0;1.0
0.875;13.0;11.0;12.0;1.0
0.875;14.0;11.0;13.0;1.0
1.0;17.0;11.0;14.0;1.0
1.0;17.0;11.0;14.0;1.0
1.0;17.0;11.0;14.0;1.0
0.875;18.0;11.0;15.0;1.0
0.875;19.0;11.0;16.0;1.0
0.875;20.0;11.0;20.0;1.0
0.875;7.0;11.0;7.0;1.0
0.875;10.0;11.0;8.0;1.0
0.875;10.0;11.0;8.0;1.0
0.875;10.0;11.0;8.0;1.0
0.875;11.0;11.0;9.0;1.0
0.875;12.0;11.0;12.0;1.0
0.875;13.0;11.0;13.0;1.0
0.875;14.0;11.0;14.0;1.0
1.0;17.0;11.0;15.0;1.0
0.875;17.0;11.0;15.0;1.0
1.0;17.0;11.0;15.0;1.0
0.875;18.0;11.0;16.0;1.0
0.875;19.0;11.0;20.0;1.0
0.875;10.0;11.0;9.0;1.0
0.875;10.0;11.0;9.0;1.0
0.875;10.0;11.0;9.0;1.0
0.875;11.0;11.0;12.0;1.0
0.875;12.0;11.0;13.0;1.0
0.875;13.0;11.0;14.0;1.0
0.875;14.0;11.0;15.0;1.0
0.875;17.0;11.0;16.0;1.0
1.0;17.0;11.0;16.0;1.0
0.875;17.0;11.0;16.0;1.0
0.875;18.0;11.0;20.0;1.0
0.875;19.0;11.0;21.0;1.0
0.875;20.0;11.0;22.0;1.0
0.875;7.0;11.0;9.0;1.0
0.875;10.0;11.0;12.0;1.0
1.0;10.0;11.0;12.0;1.0
0.875;10.0;11.0;12.0;1.0
0.875;11.0;11.0;13.0;1.0
0.875;12.0;11.0;14.0;1.0
0.875;13.0;11.0;15.0;1.0
0.875;17.0;11.0;20.0;1.0
0.875;17.0;11.0;20.0;1.0
0.875;18.0;11.0;21.0;1.0
0.875;19.0;11.0;22.0;1.0
0.875;7.0;11.0;12.0;1.0
0.875;10.0;11.0;13.0;1.0
0.875;10.0;11.0;13.0;1.0
0.875;10.0;11.0;13.0;1.0
0.875;11.0;11.0;14.0;1.0
0.875;12.0;11.0;15.0;1.0
0.875;7.0;11.0;13.0;1.0
0.875;10.0;11.0;14.0;1.0
0.875;10.0;11.0;14.0;1.0
0.875;10.0;11.0;14.0;1.0
0.875;11.0;11.0;15.0;1.0
0.875;17.0;11.0;22.0;1.0
0.875;18.0;11.0;23.0;1.0
0.875;19.0;11.0;26.0;1.0
0.875;10.0;11.0;15.0;1.0
0.875;10.0;11.0;15.0;1.0
0.875;10.0;11.0;15.0;1.0
0.875;17.0;11.0;23.0;1.0
0.875;17.0;11.0;23.0;1.0
0.875;18.0;11.0;26.0;1.0
0.875;10.0;11.0;16.0;1.0
0.875;10.0;11.0;16.0;1.0
0.875;27.0;10.0;5.0;1.0
0.875;28.0;10.0;6.0;1.0
0.875;29.0;10.0;7.0;1.0
0.875;20.0;11.0;30.0;1.0
0.875;27.0;10.0;6.0;1.0
0.875;30.0;10.0;9.0;1.0
0.875;31.0;10.0;12.0;1.0
0.875;19.0;11.0;30.0;1.0
0.875;20.0;11.0;2.0;2.0
1.0;29.0;10.0;9.0;1.0
0.875;31.0;10.0;13.0;1.0
0.875;18.0;11.0;30.0;1.0
0.875;19.0;11.0;2.0;2.0
0.875;20.0;11.0;3.0;2.0
0.875;29.0;10.0;12.0;1.0
0.875;10.0;11.0;23.0;1.0
0.875;19.0;11.0;3.0;2.0
0.875;20.0;11.0;4.0;2.0
0.875;24.0;11.0;6.0;2.0
0.875;29.0;10.0;13.0;1.0
0.875;17.0;11.0;2.0;2.0
0.875;18.0;11.0;3.0;2.0
1.0;19.0;11.0;4.0;2.0
0.875;20.0;11.0;5.0;2.0
0.875;21.0;11.0;6.0;2.0
0.875;24.0;11.0;9.0;2.0
0.875;27.0;10.0;12.0;1.0
0.875;14.0;11.0;2.0;2.0
0.875;19.0;11.0;5.0;2.0
0.875;20.0;11.0;6.0;2.0
0.875;21.0;11.0;9.0;2.0
0.875;24.0;11.0;10.0;2.0
0.875;27.0;10.0;13.0;1.0
0.875;14.0;11.0;3.0;2.0
0.875;17.0;11.0;4.0;2.0
0.875;17.0;11.0;4.0;2.0
0.875;17.0;11.0;4.0;2.0
0.875;18.0;11.0;5.0;2.0
0.875;19.0;11.0;6.0;2.0
0.875;20.0;11.0;9.0;2.0
0.875;21.0;11.0;10.0;2.0
0.875;24.0;11.0;11.0;2.0
0.875;13.0;11.0;3.0;2.0
0.875;14.0;11.0;4.0;2.0
1.0;17.0;11.0;5.0;2.0
0.875;17.0;11.0;5.0;2.0
0.875;18.0;11.0;6.0;2.0
0.875;19.0;11.0;9.0;2.0
0.875;20.0;11.0;10.0;2.0
0.875;21.0;11.0;11.0;2.0
0.875;13.0;11.0;4.0;2.0
0.875;17.0;11.0;6.0;2.0
0.875;17.0;11.0;6.0;2.0
0.875;17.0;11.0;6.0;2.0
0.875;18.0;11.0;9.0;2.0
0.875;19.0;11.0;10.0;2.0
0.875;20.0;11.0;11.0;2.0
0.875;11.0;11.0;3.0;2.0
0.875;13.0;11.0;5.0;2.0
0.875;17.0;11.0;9.0;2.0
0.875;17.0;11.0;9.0;2.0
0.875;18.0;11.0;10.0;2.0
0.875;19.0;11.0;11.0;2.0
0.875;20.0;11.0;12.0;2.0
0.875;10.0;11.0;3.0;2.0
0.875;11.0;11.0;4.0;2.0
0.875;17.0;11.0;10.0;2.0
0.875;17.0;11.0;10.0;2.0
0.875;17.0;11.0;10.0;2.0
0.875;18.0;11.0;11.0;2.0
0.875;19.0;11.0;12.0;2.0
0.875;20.0;11.0;13.0;2.0
0.875;10.0;11.0;4.0;2.0
0.875;10.0;11.0;4.0;2.0
0.875;10.0;11.0;4.0;2.0
0.875;11.0;11.0;5.0;2.0
0.875;17.0;11.0;11.0;2.0
0.875;17.0;11.0;11.0;2.0
0.875;17.0;11.0;11.0;2.0
0.875;18.0;11.0;12.0;2.0
0.875;19.0;11.0;13.0;2.0
0.875;20.0;11.0;17.0;2.0
0.875;6.0;11.0;3.0;2.0
0.875;10.0;11.0;5.0;2.0
0.875;10.0;11.0;5.0;2.0
0.875;10.0;11.0;5.0;2.0
0.875;14.0;11.0;11.0;2.0
0.875;17.0;11.0;12.0;2.0
0.875;17.0;11.0;12.0;2.0
0.875;17.0;11.0;12.0;2.0
0.875;18.0;11.0;13.0;2.0
0.875;19.0;11.0;17.0;2.0
0.875;10.0;11.0;6.0;2.0
0.875;10.0;11.0;6.0;2.0
0.875;13.0;11.0;11.0;2.0
0.875;14.0;11.0;12.0;2.0
0.875;17.0;11.0;13.0;2.0
0.875;17.0;11.0;13.0;2.0
0.875;17.0;11.0;13.0;2.0
0.875;18.0;11.0;17.0;2.0
0.875;19.0;11.0;18.0;2.0
0.875;6.0;11.0;5.0;2.0
0.875;10.0;11.0;9.0;2.0
0.875;10.0;11.0;9.0;2.0
0.875;11.0;11.0;10.0;2.0
0.875;12.0;11.0;11.0;2.0
0.875;13.0;11.0;12.0;2.0
0.875;14.0;11.0;13.0;2.0
0.875;17.0;11.0;17.0;2.0
0.875;17.0;11.0;17.0;2.0
0.875;17.0;11.0;17.0;2.0
0.875;18.0;11.0;18.0;2.0
0.875;19.0;11.0;19.0;2.0
0.875;10.0;11.0;10.0;2.0
0.875;10.0;11.0;10.0;2.0
0.875;11.0;11.0;11.0;2.0
0.875;12.0;11.0;12.0;2.0
0.875;13.0;11.0;13.0;2.0
0.875;14.0;11.0;17.0;2.0
0.875;17.0;11.0;18.0;2.0
0.875;17.0;11.0;18.0;2.0
0.875;17.0;11.0;18.0;2.0
0.875;18.0;11.0;19.0;2.0
0.875;31.0;10.0;3.0;2.0
0.875;10.0;11.0;11.0;2.0
0.875;10.0;11.0;11.0;2.0
0.875;10.0;11.0;11.0;2.0
0.875;11.0;11.0;12.0;2.0
0.875;12.0;11.0;13.0;2.0
0.875;13.0;11.0;17.0;2.0
0.875;17.0;11.0;19.0;2.0
0.875;18.0;11.0;20.0;2.0
0.875;6.0;11.0;10.0;2.0
0.875;10.0;11.0;12.0;2.0
0.875;10.0;11.0;12.0;2.0
0.875;10.0;11.0;12.0;2.0
0.875;11.0;11.0;13.0;2.0
0.875;12.0;11.0;17.0;2.0
0.875;13.0;11.0;18.0;2.0
0.875;3.0;11.0;6.0;2.0
0.875;3.0;11.0;6.0;2.0
0.875;5.0;11.0;10.0;2.0
0.875;7.0;11.0;12.0;2.0
0.875;10.0;11.0;13.0;2.0
0.875;10.0;11.0;13.0;2.0
0.875;10.0;11.0;13.0;2.0
0.875;11.0;11.0;17.0;2.0
0.875;12.0;11.0;18.0;2.0
0.875;13.0;11.0;19.0;2.0
0.875;7.0;11.0;13.0;2.0
0.875;10.0;11.0;17.0;2.0
0.875;10.0;11.0;17.0;2.0
0.875;10.0;11.0;17.0;2.0
0.875;11.0;11.0;18.0;2.0
0.875;12.0;11.0;19.0;2.0
0.875;7.0;11.0;17.0;2.0
0.875;10.0;11.0;18.0;2.0
0.875;10.0;11.0;18.0;2.0
0.875;10.0;11.0;18.0;2.0
0.875;11.0;11.0;19.0;2.0
0.875;12.0;11.0;20.0;2.0
0.875;3.0;11.0;11.0;2.0
0.875;3.0;11.0;11.0;2.0
0.875;7.0;11.0;18.0;2.0
0.875;10.0;11.0;19.0;2.0
0.875;10.0;11.0;19.0;2.0
0.875;10.0;11.0;19.0;2.0
0.875;11.0;11.0;20.0;2.0
0.875;7.0;11.0;19.0;2.0
0.875;10.0;11.0;20.0;2.0
0.875;10.0;11.0;20.0;2.0
0.875;10.0;11.0;20.0;2.0
0.875;11.0;11.0;23.0;2.0
0.875;7.0;11.0;20.0;2.0
0.875;10.0;11.0;23.0;2.0
0.875;10.0;11.0;23.0;2.0
0.875;10.0;11.0;23.0;2.0
0.875;11.0;11.0;24.0;2.0
0.875;10.0;11.0;24.0;2.0
0.875;10.0;11.0;10.0;3.0
0.875;13.0;10.0;17.0;2.0
0.875;16.0;10.0;20.0;2.0
0.875;13.0;10.0;18.0;2.0
0.875;16.0;10.0;23.0;2.0
0.875;13.0;10.0;19.0;2.0
0.875;13.0;10.0;19.0;2.0
0.875;13.0;10.0;19.0;2.0
0.875;14.0;10.0;20.0;2.0
0.875;15.0;10.0;23.0;2.0
0.875;13.0;10.0;20.0;2.0
0.875;13.0;10.0;20.0;2.0
0.875;13.0;10.0;20.0;2.0
0.875;14.0;10.0;23.0;2.0
0.875;13.0;10.0;23.0;2.0
0.875;13.0;10.0;23.0;2.0
0.875;13.0;10.0;23.0;2.0
0.875;14.0;10.0;24.0;2.0
0.875;10.0;10.0;23.0;2.0
0.875;13.0;10.0;24.0;2.0
0.875;13.0;10.0;24.0;2.0
0.875;13.0;10.0;24.0;2.0
0.875;14.0;10.0;25.0;2.0
0.875;16.0;10.0;27.0;2.0
0.875;13.0;10.0;25.0;2.0
0.875;14.0;10.0;26.0;2.0
0.875;15.0;10.0;27.0;2.0
0.875;16.0;10.0;2.0;3.0
0.875;7.0;11.0;24.0;3.0
0.875;10.0;11.0;25.0;3.0
0.875;13.0;10.0;26.0;2.0
0.875;14.0;10.0;27.0;2.0
0.875;15.0;10.0;2.0;3.0
0.875;16.0;10.0;3.0;3.0
0.875;24.0;10.0;11.0;3.0
0.875;13.0;10.0;27.0;2.0
0.875;14.0;10.0;2.0;3.0
0.875;15.0;10.0;3.0;3.0
0.875;16.0;10.0;4.0;3.0
0.875;20.0;10.0;6.0;3.0
0.875;22.0;10.0;10.0;3.0
0.875;6.0;10.0;23.0;2.0
0.875;10.0;10.0;27.0;2.0
0.875;13.0;10.0;2.0;3.0
0.875;13.0;10.0;2.0;3.0
0.875;13.0;10.0;2.0;3.0
0.875;14.0;10.0;3.0;3.0
0.875;15.0;10.0;4.0;3.0
0.875;16.0;10.0;5.0;3.0
0.875;20.0;10.0;9.0;3.0
0.875;20.0;10.0;9.0;3.0
0.875;21.0;10.0;10.0;3.0
0.875;10.0;10.0;2.0;3.0
0.875;13.0;10.0;3.0;3.0
0.875;13.0;10.0;3.0;3.0
0.875;13.0;10.0;3.0;3.0
0.875;14.0;10.0;4.0;3.0
0.875;15.0;10.0;5.0;3.0
0.875;20.0;10.0;10.0;3.0
0.875;20.0;10.0;10.0;3.0
0.875;20.0;10.0;10.0;3.0
0.875;9.0;10.0;2.0;3.0
0.875;10.0;10.0;3.0;3.0
0.875;13.0;10.0;4.0;3.0
0.875;13.0;10.0;4.0;3.0
0.875;16.0;10.0;9.0;3.0
0.875;20.0;10.0;11.0;3.0
0.875;7.0;10.0;27.0;2.0
0.875;8.0;10.0;2.0;3.0
0.875;9.0;10.0;3.0;3.0
0.875;10.0;10.0;4.0;3.0
0.875;13.0;10.0;5.0;3.0
0.875;7.0;10.0;2.0;3.0
0.875;8.0;10.0;3.0;3.0
0.875;10.0;10.0;5.0;3.0
0.875;13.0;10.0;6.0;3.0
0.875;19.0;11.0;15.0;4.0
0.875;6.0;10.0;2.0;3.0
0.875;13.0;10.0;9.0;3.0
0.875;6.0;10.0;3.0;3.0
0.875;13.0;10.0;10.0;3.0
0.875;6.0;10.0;4.0;3.0
0.875;14.0;10.0;12.0;3.0
0.875;6.0;10.0;5.0;3.0
0.875;10.0;11.0;10.0;4.0
0.875;13.0;11.0;15.0;4.0
0.875;22.0;9.0;20.0;2.0
0.875;20.0;10.0;20.0;3.0
0.875;22.0;9.0;23.0;2.0
0.875;22.0;9.0;23.0;2.0
0.875;20.0;10.0;23.0;3.0
0.875;10.0;11.0;15.0;4.0
0.875;23.0;9.0;26.0;2.0
0.875;10.0;11.0;16.0;4.0
0.875;23.0;9.0;27.0;2.0
0.875;24.0;9.0;2.0;3.0
0.875;23.0;9.0;2.0;3.0
0.875;24.0;9.0;3.0;3.0
0.875;13.0;10.0;23.0;3.0
0.875;19.0;9.0;2.0;3.0
0.875;22.0;9.0;3.0;3.0
0.875;22.0;9.0;3.0;3.0
0.875;18.0;9.0;2.0;3.0
0.875;19.0;9.0;3.0;3.0
0.875;22.0;9.0;4.0;3.0
0.875;22.0;9.0;4.0;3.0
0.875;17.0;9.0;2.0;3.0
0.875;18.0;9.0;3.0;3.0
0.875;19.0;9.0;4.0;3.0
0.875;22.0;9.0;5.0;3.0
0.875;16.0;9.0;2.0;3.0
0.875;17.0;9.0;3.0;3.0
0.875;18.0;9.0;4.0;3.0
0.875;19.0;9.0;5.0;3.0
0.875;15.0;9.0;2.0;3.0
0.875;15.0;9.0;2.0;3.0
0.875;15.0;9.0;2.0;3.0
0.875;16.0;9.0;3.0;3.0
0.875;17.0;9.0;4.0;3.0
0.875;18.0;9.0;5.0;3.0
0.875;15.0;9.0;3.0;3.0
0.875;15.0;9.0;3.0;3.0
0.875;16.0;9.0;4.0;3.0
0.875;17.0;9.0;5.0;3.0
0.875;18.0;9.0;6.0;3.0
0.875;15.0;9.0;4.0;3.0
0.875;16.0;9.0;5.0;3.0
0.875;17.0;9.0;6.0;3.0
0.875;15.0;9.0;5.0;3.0
0.875;16.0;10.0;14.0;4.0
0.875;13.0;10.0;13.0;4.0
0.875;15.0;9.0;20.0;4.0
0.875;12.0;9.0;20.0;4.0
0.875;16.0;9.0;22.0;4.0
0.875;17.0;9.0;23.0;4.0
0.875;18.0;9.0;24.0;4.0
0.875;11.0;9.0;20.0;4.0
0.875;15.0;9.0;23.0;4.0
